ER30001,ER30002,CP_FLAG,CDS97KID,CDS02KID,CDS07KID,TA05KID,TA05_RESP,TA05_PSID,TA07KID,TA07_RESP,TA07_PSID,TA09KID,TA09_RESP,TA09_PSID,TA11KID,TA11_RESP,TA11_PSID,PCGID_97,PCGPN_97,PCG97_REL,OCGID_97,OCGPN_97,OCG97_REL,PCGID_02,PCGPN_02,PCG02_REL,OCGID_02,OCGPN_02,OCG02_REL,PCGID_07,PCGPN_07,PCG07_REL,OCGID_07,OCGPN_07,OCG07_REL
2852,54,1,1,1,1,,,,,,,,,,,,,2852,184,1,2852,30,2,2852,184,1,2852,30,2,2852,30,2,2852,184,1
2860,31,1,1,1,1,,,,,,,1,3,4704,1,3,6286,2860,6,1,2860,171,2,2860,6,1,2860,171,2,2860,6,1,2860,171,2
2860,32,1,1,1,1,,,,,,,,,,,,,2860,6,1,2860,171,2,2860,6,1,2860,171,2,2860,6,1,2860,171,2
2867,32,1,1,1,1,,,,,,,,,,,,,2867,3,3,2867,30,,2867,3,3,,,,2867,31,1,2867,3,3
2869,31,1,1,1,1,,,,,,,,,,,,,2869,30,1,2869,170,2,2869,30,1,2869,170,2,2869,30,1,2869,170,2
2874,32,1,1,,,,,,,,,,,,,,,2874,3,1,2874,170,2,,,,,,,,,,,,
2874,33,1,1,,,,,,,,,,,,,,,2874,3,1,2874,170,2,,,,,,,,,,,,
2875,34,1,1,1,1,,,,,,,,,,1,3,590,2875,7,1,,,,2875,7,1,,,,2875,7,1,,,
2875,35,1,1,1,1,,,,,,,,,,,,,2875,7,1,,,,2875,7,1,,,,2875,7,1,,,
2876,32,1,1,1,1,,,,,,,,,,1,3,7958,2876,3,1,,,,2876,3,1,,,,2876,30,,2876,905,
2880,30,1,1,1,1,,,,,,,,,,,,,2880,5,1,2880,177,2,2880,5,1,2880,177,2,2880,5,1,2880,177,2
2880,31,1,1,1,1,,,,,,,,,,,,,2880,5,1,2880,177,2,2880,5,1,2880,177,2,2880,5,1,2880,177,2
2881,33,1,1,1,,,,,1,3,3113,1,3,6978,1,3,4580,2881,32,1,,,,2881,32,1,,,,,,,,,
2881,36,1,1,1,1,,,,,,,,,,,,,2881,32,1,,,,2881,32,1,,,,2881,32,1,,,
2881,37,1,1,,,,,,,,,,,,,,,2881,4,1,2881,173,2,,,,,,,,,,,,
2882,32,1,1,1,,,,,1,3,4059,1,3,2309,1,3,1775,2882,3,1,2882,172,2,2882,3,1,2882,172,2,,,,,,
2882,33,1,1,1,1,,,,,,,1,3,2238,1,1,2329,2882,171,1,2882,4,2,2882,171,1,2882,4,2,2882,171,1,2882,4,2
2882,34,1,1,1,1,,,,,,,,,,1,3,1384,2882,171,1,2882,4,2,2882,171,1,2882,4,2,2882,171,1,2882,4,2
2887,36,1,1,,,,,,,,,,,,,,,2887,5,1,,,,,,,,,,,,,,,
2888,30,1,1,1,1,,,,,,,,,,1,3,7168,2888,171,1,2888,3,2,2888,171,1,2888,3,2,2888,171,1,2888,3,2
2890,31,1,1,1,,1,3,2194,1,2,4885,1,2,3208,1,2,3886,2890,5,1,2890,174,2,2890,5,1,2890,174,2,,,,,,
2893,31,1,1,1,1,,,,,,,1,3,881,1,3,4834,2893,3,1,2893,176,2,2893,3,1,2893,176,2,2893,3,1,2893,176,2
2893,177,1,1,1,,1,3,2214,1,3,3009,1,3,881,1,3,4834,2893,3,1,2893,176,2,2893,3,1,2893,176,2,,,,,,
2895,32,1,1,1,1,,,,,,,1,3,7718,1,3,6047,2895,2,1,,,,2895,2,1,,,,2895,2,1,,,
2895,33,1,1,1,1,,,,,,,1,3,3934,1,1,4757,2895,30,1,2895,176,2,2895,30,1,2895,176,2,2895,30,1,2895,176,2
2895,34,1,1,1,1,,,,,,,,,,,,,2895,30,1,2895,176,2,2895,30,1,2895,176,2,2895,30,1,2895,176,2
2897,31,1,1,,,,,,1,2,5110,,,,1,1,8110,2897,4,1,2897,170,2,,,,,,,,,,,,
2897,32,1,1,1,,,,,1,1,7488,1,1,6206,1,2,8048,2897,3,1,2897,171,2,2897,3,1,2897,171,2,,,,,,
2897,33,1,1,1,,,,,1,3,4797,1,3,2848,1,3,7836,2897,4,1,2897,170,2,2897,4,1,2897,170,2,,,,,,
2897,34,1,1,1,1,,,,,,,1,3,1959,1,3,7902,2897,3,1,2897,171,2,2897,3,1,2897,171,2,2897,3,1,2897,171,2
2897,36,1,1,1,1,,,,,,,,,,,,,2897,176,1,2897,5,2,2897,176,1,2897,5,2,2897,176,1,2897,5,2
2897,180,1,1,1,,,,,,,,,,,,,,2897,179,1,,,,2897,179,1,2897,189,,,,,,,
2897,182,1,1,,,,,,,,,,,,,,,2897,179,1,,,,,,,,,,,,,,,
2898,31,1,1,1,,1,1,5073,1,1,1678,1,2,671,1,2,2182,2898,2,5,2898,1,,2898,2,5,,,,,,,,,
2898,32,1,1,1,,,,,1,3,5678,,,,,,,2898,170,1,,,,2898,170,1,,,,,,,,,
2902,30,1,1,1,,1,3,6056,,,,1,3,7286,,,,2902,3,1,2902,170,2,2902,3,1,2902,170,2,,,,,,
2902,32,1,1,1,,,,,,,,,,,,,,2902,174,1,2902,4,2,2902,174,1,2902,4,2,,,,,,
2902,33,1,1,1,,,,,,,,,,,,,,2902,3,1,2902,170,2,2902,3,1,2902,170,2,,,,,,
2907,35,1,1,1,,,,,,,,1,1,8388,,,,2907,174,1,2907,6,2,2907,174,1,2907,6,2,,,,,,
2907,36,1,1,1,,,,,,,,1,1,8211,1,1,4260,2907,174,1,2907,6,2,2907,174,1,2907,6,2,,,,,,
2907,37,1,1,,,1,3,5561,1,3,7241,1,3,6103,1,1,7319,2907,1,3,,,,,,,,,,,,,,,
2907,38,1,1,1,,1,3,5561,1,1,7402,1,1,7460,1,1,6298,2907,1,3,,,,2907,9,1,,,,,,,,,
2907,41,1,1,,,,,,1,3,7780,1,3,7889,1,3,594,2907,8,1,,,,,,,,,,,,,,,
2907,43,1,1,,,,,,,,,,,,,,,2907,8,1,,,,,,,,,,,,,,,
2910,32,1,1,,,,,,1,3,5687,1,3,5745,1,3,4372,2910,2,1,2910,174,2,,,,,,,,,,,,
2910,33,1,1,,1,,,,,,,,,,,,,2910,2,1,2910,174,2,,,,,,,2910,2,1,2910,174,2
2916,31,1,1,1,1,,,,,,,,,,,,,2916,176,1,2916,30,2,2916,177,,2916,30,2,2916,30,2,,,
2916,32,1,1,1,1,,,,,,,,,,,,,2916,176,1,2916,30,2,2916,177,,2916,30,2,2916,30,2,,,
2920,34,1,1,1,,,,,,,,,,,,,,2920,174,1,2920,6,2,2920,174,1,2920,6,2,,,,,,
2920,35,1,1,1,,,,,,,,,,,,,,2920,174,1,2920,6,2,2920,174,1,2920,6,2,,,,,,
2921,31,1,1,1,,,,,1,3,6356,1,3,1501,1,1,8087,2921,4,1,2921,173,,2921,4,1,,,,,,,,,
2921,33,1,1,1,,,,,,,,1,3,8013,,,,2921,4,1,2921,173,,2921,4,1,,,,,,,,,
3002,2,1,1,1,1,,,,,,,,,,1,3,5620,3002,1,1,,,,3002,1,1,,,,3002,1,1,3002,170,
3005,2,1,1,1,,1,3,1555,,,,1,1,7419,1,1,8679,3005,1,1,,,,3005,1,1,,,,,,,,,
3006,4,1,1,,,1,3,1544,1,3,6541,1,3,6392,1,1,8615,3006,2,1,3006,1,2,,,,,,,,,,,,
3010,3,1,1,1,,1,1,5800,1,1,2930,1,1,8418,1,2,6430,3010,2,1,3010,1,2,3010,2,1,3010,1,2,,,,,,
3010,4,1,1,1,1,,,,,,,,,,1,2,8854,3010,2,1,3010,1,2,3010,2,1,3010,1,2,3010,2,1,3010,1,2
3012,2,1,1,1,,,,,1,1,2280,1,1,7826,1,1,3156,3012,1,2,3012,3,,3012,1,2,,,,,,,,,
3018,2,1,1,1,1,,,,,,,1,3,6472,1,3,4505,3018,1,1,,,,3018,1,1,,,,3018,1,1,,,
3018,3,1,1,1,1,,,,,,,1,3,6472,1,3,4505,3018,1,1,,,,3018,1,1,,,,3018,1,1,,,
3019,3,1,1,1,1,,,,,,,,,,,,,3019,2,1,3019,1,2,3019,2,1,3019,1,2,3019,2,1,3019,1,2
3021,3,1,1,,,,,,1,3,6452,,,,1,3,7013,3021,1,1,,,,,,,,,,,,,,,
3021,4,1,1,1,1,,,,,,,1,3,7139,1,3,7013,3021,1,1,,,,3021,1,1,3021,2,,3021,1,1,,,
3023,3,1,1,1,,,,,,,,1,3,7854,1,3,5740,3023,2,1,3023,1,2,3023,2,1,3023,1,2,,,,,,
3023,4,1,1,1,,,,,,,,,,,,,,3023,2,1,3023,1,2,3023,2,1,3023,1,2,,,,,,
3024,3,1,1,1,1,,,,,,,,,,,,,3024,2,1,3024,1,2,3024,2,1,3024,1,2,3024,2,1,3024,1,2
3025,3,1,1,1,,,,,1,3,6408,1,3,8291,,,,3025,2,1,3025,1,2,3025,2,1,3025,1,2,,,,,,
3025,4,1,1,1,1,,,,,,,,,,,,,3025,2,1,3025,1,2,3025,2,1,3025,1,2,3025,2,1,3025,1,2
3027,2,1,1,1,1,,,,,,,,,,,,,3027,1,1,,,,3027,1,1,,,,3027,1,1,,,
3030,3,1,1,,,,,,,,,,,,,,,3030,2,1,3030,1,2,,,,,,,,,,,,
3032,3,1,1,1,,1,3,7010,1,3,3742,1,1,7090,1,1,6249,3032,1,1,3032,2,,3032,1,1,,,,,,,,,
3033,2,1,1,1,1,,,,,,,,,,,,,3033,1,1,,,,3033,1,1,,,,3033,1,1,,,
3034,4,1,1,1,,1,3,6857,1,3,5062,1,1,5834,1,1,6006,3034,2,1,3034,1,2,3034,2,1,3034,1,2,,,,,,
3036,4,1,1,,,1,3,6772,,,,,,,,,,3036,2,1,3036,1,2,,,,,,,,,,,,
3036,5,1,1,,,,,,,,,,,,,,,3036,2,1,3036,1,2,,,,,,,,,,,,
3037,2,1,1,,,,,,,,,,,,,,,3037,1,1,,,,,,,,,,,,,,,
3037,4,1,1,,,,,,,,,,,,,,,3037,1,1,,,,,,,,,,,,,,,
3041,3,1,1,1,,,,,,,,,,,,,,3041,2,1,3041,1,2,3041,2,1,3041,1,2,,,,,,
3041,4,1,1,1,1,,,,,,,,,,1,3,1824,3041,2,1,3041,1,2,3041,2,1,3041,1,2,3041,2,1,3041,1,2
3043,3,1,1,1,1,,,,,,,,,,,,,3043,2,1,3043,1,2,3043,2,1,3043,1,2,3043,1,2,3043,2,1
3045,3,1,1,1,,,,,,,,,,,,,,3045,2,1,3045,1,2,3045,2,1,3045,1,2,,,,,,
3045,4,1,1,1,,,,,,,,,,,,,,3045,2,1,3045,1,2,3045,2,1,3045,1,2,,,,,,
3046,5,1,1,,1,,,,,,,,,,1,3,3499,3046,2,1,3046,1,2,,,,,,,3046,1,2,3046,2,1
3046,7,1,1,,1,,,,,,,,,,1,3,3499,3046,2,1,3046,1,2,,,,,,,3046,1,2,3046,2,1
3047,5,1,1,,1,,,,,,,,,,,,,3047,2,,3047,1,,,,,,,,3047,174,2,3047,175,1
3047,6,1,1,1,,,,,,,,,,,,,,3047,2,1,3047,1,2,3047,2,1,3047,3,,,,,,,
3049,4,1,1,,,,,,,,,,,,,,,3049,3,1,3049,2,2,,,,,,,,,,,,
3049,5,1,1,,,,,,,,,,,,,,,3049,3,1,3049,2,2,,,,,,,,,,,,
3050,3,1,1,,,,,,,,,,,,,,,3050,2,1,,,,,,,,,,,,,,,
3050,4,1,1,,,,,,,,,,,,,,,3050,2,1,,,,,,,,,,,,,,,
3055,3,1,1,1,1,,,,,,,,,,,,,3055,2,1,3055,1,2,3055,2,1,,,,3055,2,1,,,
3055,4,1,1,1,1,,,,,,,,,,,,,3055,2,1,3055,1,2,3055,2,1,,,,3055,2,1,,,
3056,3,1,1,1,,,,,1,3,6147,1,2,8082,1,2,3673,3056,1,2,3056,2,,3056,1,2,3056,170,,,,,,,
3057,4,1,1,,,,,,1,1,7924,1,2,7301,1,2,8550,3057,3,1,3057,1,,,,,,,,,,,,,
3057,5,1,1,1,1,,,,,,,,,,,,,3057,2,1,3057,1,2,3057,2,1,3057,1,2,3057,2,1,3057,1,2
3059,3,1,1,1,1,,,,,,,,,,1,3,8580,3059,2,1,3059,1,2,3059,2,1,3059,1,2,3059,2,1,3059,1,2
3059,4,1,1,1,,,,,1,3,6720,,,,1,3,8580,3059,2,1,3059,1,2,3059,2,1,3059,1,2,,,,,,
3061,3,1,1,1,,,,,,,,1,3,8353,,,,3061,2,1,3061,1,2,3061,2,1,3061,1,2,,,,,,
3061,4,1,1,1,,,,,,,,,,,,,,3061,2,1,3061,1,2,3061,2,1,3061,1,2,,,,,,
3063,5,1,1,1,,1,3,3792,1,3,8106,1,3,4530,1,3,2403,3063,2,1,3063,1,2,3063,2,1,3063,1,2,,,,,,
3063,6,1,1,1,1,,,,,,,,,,1,3,2403,3063,2,1,3063,1,2,3063,2,1,3063,1,2,3063,2,1,3063,1,2
3064,6,1,1,,,,,,,,,,,,,,,3064,2,1,3064,1,2,,,,,,,,,,,,
3064,7,1,1,,,,,,,,,,,,,,,3064,2,1,3064,1,2,,,,,,,,,,,,
3066,3,1,1,1,1,,,,,,,,,,1,3,2667,3066,2,1,3066,1,2,3066,2,1,3066,1,2,3066,2,1,3066,1,2
3070,3,1,1,1,,1,3,2905,1,3,4918,1,3,7757,1,3,4940,3070,2,1,3070,1,2,3070,2,1,3070,1,2,,,,,,
3073,2,1,1,1,,,,,1,3,6155,1,3,7581,1,1,8703,3073,1,1,,,,3073,1,1,,,,,,,,,
3075,4,1,1,,,,,,,,,,,,,,,3075,2,1,3075,3,2,,,,,,,,,,,,
3078,3,1,1,1,1,,,,,,,,,,,,,3078,2,1,3078,1,2,3078,2,1,3078,1,2,3078,2,1,,,
3079,5,1,1,,,,,,,,,,,,,,,3079,4,1,3079,3,2,,,,,,,,,,,,
3080,3,1,1,,,,,,,,,,,,,,,3080,1,1,,,,,,,,,,,,,,,
3082,3,1,1,1,,,,,,,,,,,,,,3082,2,1,3082,1,2,3082,2,1,3082,1,2,,,,,,
3082,4,1,1,1,,,,,,,,,,,,,,3082,2,1,3082,1,2,3082,2,1,3082,1,2,,,,,,
3085,3,1,1,,,1,3,3336,,,,,,,1,3,4121,3085,2,1,3085,1,,,,,,,,,,,,,
3085,4,1,1,1,,,,,1,3,6229,1,1,5511,1,1,5249,3085,2,1,3085,1,2,3085,2,1,3085,170,,,,,,,
3088,4,1,1,1,,,,,,,,,,,1,3,6469,3088,3,1,3088,2,2,3088,3,1,3088,2,2,,,,,,
3088,5,1,1,1,,,,,,,,,,,,,,3088,3,1,3088,2,2,3088,3,1,3088,2,2,,,,,,
3089,6,1,1,,,,,,,,,,,,,,,3089,4,1,,,,,,,,,,,,,,,
3089,7,1,1,,,,,,,,,,,,,,,3089,4,1,3089,5,2,,,,,,,,,,,,
3090,3,1,1,1,,1,3,4420,1,3,1248,1,3,1222,1,3,1052,3090,2,1,3090,1,2,3090,2,1,3090,1,2,,,,,,
3090,4,1,1,1,1,,,,,,,,,,,,,3090,2,1,3090,1,2,3090,2,1,3090,1,2,3090,2,1,3090,1,2
3091,3,1,1,1,,1,3,764,1,3,1824,1,3,590,,,,3091,2,1,3091,1,2,3091,2,1,3091,1,2,,,,,,
3091,4,1,1,1,,,,,1,3,1824,1,3,590,1,1,2488,3091,2,1,3091,1,2,3091,2,1,3091,1,2,,,,,,
3092,3,1,1,,,,,,,,,,,,,,,3092,2,1,3092,1,2,,,,,,,,,,,,
3092,4,1,1,,,,,,,,,,,,,,,3092,2,1,3092,1,2,,,,,,,,,,,,
3093,2,1,1,,,,,,1,3,7995,1,3,6252,1,3,8141,3093,1,1,,,,,,,,,,,,,,,
3094,3,1,1,1,1,,,,,,,,,,1,3,2377,3094,2,1,3094,1,2,3094,2,1,3094,1,2,3094,2,1,3094,1,2
3094,4,1,1,1,1,,,,,,,,,,,,,3094,2,1,3094,1,2,3094,2,1,3094,1,2,3094,2,1,3094,1,2
3095,3,1,1,1,,,,,,,,,,,,,,3095,1,1,,,,3095,1,1,,,,,,,,,
3095,4,1,1,1,,1,3,3603,1,3,2084,1,1,7901,1,1,1472,3095,1,1,,,,3095,1,1,,,,,,,,,
3096,3,1,1,1,1,,,,,,,,,,,,,3096,2,1,3096,1,2,3096,2,1,3096,1,2,3096,2,1,3096,1,2
3098,3,1,1,1,,,,,1,3,2632,1,3,8402,1,1,4039,3098,2,1,3098,1,2,3098,2,1,,,,,,,,,
3098,4,1,1,1,,,,,1,3,2632,1,3,8402,1,3,3170,3098,2,1,3098,1,2,3098,2,1,,,,,,,,,
3099,4,1,1,1,,,,,,,,,,,1,3,5114,3099,2,1,3099,1,2,3099,2,1,3099,1,2,,,,,,
3099,5,1,1,1,,,,,,,,,,,,,,3099,2,1,3099,1,2,3099,2,1,3099,1,2,,,,,,
3105,3,1,1,1,,1,3,1565,1,1,7296,1,1,1512,1,1,3892,3105,2,1,3105,1,2,3105,2,1,,,,,,,,,
3105,4,1,1,1,,1,3,1565,1,3,6420,1,3,2861,1,1,6884,3105,2,1,3105,1,2,3105,2,1,,,,,,,,,
3108,4,1,1,1,,,,,1,3,4825,1,3,5986,1,1,6475,3108,2,1,3108,1,,3108,2,1,3108,1,,,,,,,
3109,3,1,1,1,1,,,,,,,,,,,,,3109,2,1,3109,1,2,3109,2,1,3109,1,2,3109,2,1,3109,1,2
3110,3,1,1,1,,1,3,7253,1,3,3368,1,3,636,1,3,2685,3110,2,1,3110,1,2,3110,2,1,3110,1,2,,,,,,
3110,5,1,1,,1,,,,,,,,,,1,3,2685,3110,2,3,3110,1,4,,,,,,,3110,170,1,,,
3111,4,1,1,1,,,,,,,,,,,,,,3111,1,1,,,,3111,1,1,3111,170,,,,,,,
3111,5,1,1,1,,,,,,,,,,,,,,3111,1,1,,,,3111,1,1,3111,170,,,,,,,
3113,3,1,1,1,1,,,,,,,,,,,,,3113,2,1,3113,1,2,3113,2,1,3113,1,2,3113,2,1,3113,1,2
3115,4,1,1,1,1,,,,,,,1,3,6988,1,3,6113,3115,2,1,3115,1,2,3115,2,1,3115,1,2,3115,2,1,3115,1,2
3116,2,1,1,1,1,,,,,,,,,,1,3,1230,3116,1,1,,,,3116,1,1,,,,3116,1,1,,,
3117,5,1,1,1,,1,3,4928,,,,1,1,8165,1,1,8933,3117,2,1,3117,1,2,3117,3,,3117,1,2,,,,,,
3117,6,1,1,1,1,,,,,,,,,,,,,3117,2,1,3117,1,2,3117,3,,3117,1,2,3117,1,2,,,
3121,4,1,1,1,,1,3,5780,1,3,2662,1,1,5717,1,1,1231,3121,2,1,3121,1,2,3121,1,2,3121,2,1,,,,,,
3123,3,1,1,1,,1,3,3298,1,3,6953,1,3,3833,1,3,2298,3123,2,1,3123,1,2,3123,2,1,3123,1,2,,,,,,
3124,3,1,1,1,,1,3,454,,,,,,,,,,3124,2,1,3124,1,2,3124,2,1,3124,1,2,,,,,,
3125,4,1,1,1,,,,,,,,,,,,,,3125,2,1,3125,1,,3125,2,1,3125,1,,,,,,,
3125,5,1,1,1,,,,,,,,,,,,,,3125,2,1,3125,1,2,3125,2,1,3125,1,2,,,,,,
3126,4,1,1,,,,,,,,,,,,,,,3126,1,1,,,,,,,,,,,,,,,
3127,3,1,1,1,,1,3,2738,1,3,2593,,,,1,3,3882,3127,2,1,3127,1,,3127,2,1,,,,,,,,,
3127,4,1,1,1,,,,,,,,1,1,7990,1,1,8063,3127,2,1,3127,1,,3127,2,1,,,,,,,,,
3128,4,1,1,,,,,,,,,,,,,,,3128,2,1,3128,1,2,,,,,,,,,,,,
3128,6,1,1,,,,,,,,,,,,,,,3128,2,1,3128,1,2,,,,,,,,,,,,
3129,3,1,1,,,,,,,,,,,,,,,3129,2,1,3129,1,2,,,,,,,,,,,,
3129,4,1,1,,,,,,,,,,,,,,,3129,2,1,3129,1,2,,,,,,,,,,,,
3130,2,1,1,1,,,,,,,,,,,,,,3130,1,1,,,,3130,1,1,,,,,,,,,
3131,2,1,1,1,1,,,,,,,,,,,,,3131,1,1,,,,3131,1,1,,,,3131,1,1,,,
3131,3,1,1,1,1,,,,,,,,,,,,,3131,1,1,,,,3131,1,1,,,,3131,1,1,,,
3133,3,1,1,1,1,,,,,,,,,,,,,3133,2,1,3133,1,2,3133,2,1,3133,1,2,3133,1,2,3133,2,1
3135,3,1,1,1,1,,,,,,,1,3,4384,1,3,3594,3135,2,1,3135,1,2,3135,2,1,3135,1,2,3135,2,1,3135,1,2
3135,4,1,1,1,1,,,,,,,,,,,,,3135,2,1,3135,1,2,3135,2,1,3135,1,2,3135,2,1,3135,1,2
3136,3,1,1,1,,,,,,,,,,,,,,3136,2,1,3136,1,2,3136,2,1,3136,1,2,,,,,,
3140,3,1,1,1,,,,,1,3,6585,1,3,559,1,3,2865,3140,2,1,3140,1,2,3140,2,1,3140,1,2,,,,,,
3140,4,1,1,1,1,,,,,,,,,,,,,3140,2,1,3140,1,2,3140,2,1,3140,1,2,3140,2,1,3140,1,2
3141,5,1,1,1,,1,3,1107,1,3,6079,1,3,4460,1,1,8640,3141,2,1,3141,1,2,3141,2,1,3141,1,2,,,,,,
3143,4,1,1,1,,,,,1,3,5992,1,3,5974,1,3,7331,3143,1,2,3143,3,,3143,1,2,,,,,,,,,
3144,3,1,1,1,,,,,,,,,,,,,,3144,2,1,3144,1,2,3144,2,1,3144,1,2,,,,,,
3147,6,1,1,1,1,,,,,,,,,,,,,3147,2,1,3147,1,2,3147,2,1,,,,3147,2,1,,,
3149,3,1,1,1,1,,,,,,,,,,1,3,6621,3149,2,1,3149,1,2,3149,2,1,3149,1,2,3149,2,1,3149,1,2
3151,4,1,1,1,,,,,,,,1,1,7413,1,1,7378,3151,2,,3151,1,2,3151,2,,3151,1,2,,,,,,
3151,5,1,1,1,1,,,,,,,,,,1,3,6695,3151,2,1,3151,1,2,3151,2,1,3151,1,2,3151,2,1,3151,1,2
3154,3,1,1,,,,,,,,,,,,,,,3154,2,1,3154,1,2,,,,,,,,,,,,
3155,5,1,1,1,1,,,,,,,1,3,6219,,,,3155,2,1,3155,1,2,3155,2,1,3155,1,2,3155,2,1,3155,1,2
3155,6,1,1,1,1,,,,,,,,,,,,,3155,2,1,3155,1,2,3155,2,1,3155,1,2,3155,2,1,3155,1,2
3156,3,1,1,1,1,,,,,,,,,,,,,3156,2,1,3156,1,2,3156,2,1,3156,1,2,3156,2,1,3156,1,2
3156,4,1,1,1,1,,,,,,,,,,,,,3156,2,1,3156,1,2,3156,2,1,3156,1,2,3156,2,1,3156,1,2
3157,4,1,1,,,,,,,,,,,,,,,3157,2,1,,,,,,,,,,,,,,,
3157,5,1,1,,,,,,,,,,,,,,,3157,2,1,,,,,,,,,,,,,,,
3159,3,1,1,1,1,,,,,,,,,,,,,3159,2,1,3159,1,2,3159,2,1,3159,1,2,3159,2,1,3159,1,2
3159,4,1,1,1,1,,,,,,,1,3,1762,1,3,6600,3159,2,1,3159,1,2,3159,2,1,3159,1,2,3159,2,1,3159,1,2
3161,3,1,1,1,1,,,,,,,1,3,3118,1,3,1892,3161,2,1,3161,1,2,3161,2,1,3161,1,2,3161,1,2,3161,2,1
3162,5,1,1,1,,,,,,,,1,3,6286,1,3,5263,3162,2,1,3162,1,2,3162,2,1,3162,1,2,,,,,,
3162,6,1,1,1,,,,,,,,,,,1,3,5263,3162,2,1,3162,1,2,3162,2,1,3162,1,2,,,,,,
3163,4,1,1,1,1,,,,,,,,,,1,3,9,3163,2,1,3163,1,2,3163,2,1,3163,3,,3163,2,1,3163,3,
3167,3,1,1,,1,,,,,,,,,,,,,3167,1,2,3167,2,1,,,,,,,3167,2,1,,,
3168,3,1,1,,,,,,,,,,,,,,,3168,2,1,3168,1,2,,,,,,,,,,,,
3168,4,1,1,,,,,,,,,,,,,,,3168,2,1,3168,1,2,,,,,,,,,,,,
3171,5,1,1,1,,1,3,4851,1,3,7322,,,,1,1,6636,3171,2,1,3171,1,2,3171,2,1,3171,1,2,,,,,,
3172,4,1,1,,,,,,1,1,7382,1,1,3811,1,2,2303,3172,2,1,3172,1,2,,,,,,,,,,,,
3176,4,1,1,1,1,,,,,,,,,,,,,3176,2,1,3176,1,2,3176,2,1,3176,1,2,3176,2,1,3176,1,2
3176,5,1,1,1,1,,,,,,,,,,,,,3176,2,1,3176,1,2,3176,2,1,3176,1,2,3176,2,1,3176,1,2
3177,3,1,1,1,,,,,,,,,,,,,,3177,2,1,3177,1,2,3177,2,1,3177,1,2,,,,,,
3178,3,1,1,1,,1,3,7455,1,3,7590,,,,1,3,8147,3178,2,1,3178,1,2,3178,2,1,3178,6,,,,,,,
3178,5,1,1,1,,,,,,,,1,3,7976,1,3,8147,3178,2,1,3178,1,2,3178,2,1,3178,6,,,,,,,
3179,4,1,1,1,1,,,,,,,1,3,316,1,3,6790,3179,3,1,3179,2,2,3179,3,1,3179,2,2,3179,3,1,,,
3179,6,1,1,1,1,,,,,,,,,,,,,3179,3,1,3179,2,2,3179,3,1,3179,2,2,3179,3,1,,,
3189,3,1,1,1,1,,,,,,,,,,1,3,5363,3189,2,1,3189,1,2,3189,2,1,3189,1,2,3189,1,2,3189,2,1
3190,3,1,1,,,1,3,5086,,,,,,,,,,3190,1,1,,,,,,,,,,,,,,,
3191,4,1,1,1,,1,3,5692,1,3,2634,1,3,1552,1,3,1764,3191,2,1,3191,1,2,3191,2,1,3191,1,2,,,,,,
3194,3,1,1,,,,,,1,3,3379,1,3,769,,,,3194,1,1,,,,,,,,,,,,,,,
3194,4,1,1,,1,,,,,,,,,,,,,3194,1,1,,,,,,,,,,3194,1,1,3194,3,
3196,3,1,1,1,,1,3,6157,1,3,3597,1,1,8383,1,1,6512,3196,2,1,3196,1,2,3196,2,1,3196,1,2,,,,,,
3196,6,1,1,1,1,,,,,,,1,3,8300,1,3,7636,3196,2,1,3196,1,2,3196,2,1,3196,1,2,3196,2,1,3196,1,2
3197,5,0,1,1,,1,3,4421,,,,1,1,8569,1,1,7076,3197,2,,3197,1,,3197,2,,3197,1,,,,,,,
3198,2,1,1,1,,,,,1,3,1572,1,3,7891,1,3,5966,3198,1,1,,,,3198,1,1,,,,,,,,,
3200,4,1,1,1,,1,3,5491,1,3,3721,1,3,5941,1,3,6846,3200,2,1,3200,1,2,3200,2,1,3200,1,2,,,,,,
3200,6,1,1,1,1,,,,,,,,,,1,3,6846,3200,2,1,3200,1,2,3200,2,1,3200,1,2,3200,2,1,3200,1,2
3202,3,1,1,1,,,,,,,,,,,,,,3202,2,1,3202,1,2,3202,2,1,3202,1,2,,,,,,
3202,5,1,1,1,,,,,,,,,,,,,,3202,2,1,3202,1,2,3202,2,1,3202,1,2,,,,,,
3204,3,1,1,1,,,,,1,3,7595,1,3,4962,1,3,5368,3204,2,1,3204,1,2,3204,2,1,3204,1,2,,,,,,
3204,4,1,1,1,1,,,,,,,,,,1,3,5368,3204,2,1,3204,1,2,3204,2,1,3204,1,2,3204,2,1,3204,1,2
3205,2,1,1,1,,,,,,,,,,,,,,3205,1,1,,,,3205,1,1,,,,,,,,,
3206,4,1,1,1,,,,,1,3,7328,1,3,4373,1,3,3274,3206,2,1,3206,1,2,3206,2,1,3206,1,2,,,,,,
3207,4,1,1,1,,,,,1,3,6657,1,3,6321,1,3,638,3207,1,2,3207,2,1,3207,2,1,3207,1,2,,,,,,
3207,5,1,1,1,,,,,1,3,6657,1,3,6321,1,3,638,3207,1,2,3207,2,1,3207,2,1,3207,1,2,,,,,,
3211,3,1,1,1,,,,,,,,1,3,7619,1,3,8005,3211,2,1,3211,1,2,3211,2,1,3211,1,2,,,,,,
3211,4,1,1,1,,,,,,,,,,,1,3,8005,3211,2,1,3211,1,2,3211,2,1,3211,1,2,,,,,,
